200
0	123
0	166
0	172
0	160
0	177
0	141
0	137
0	150
0	113
0	149
0	102
0	144
0	154
0	142
0	106
0	131
0	103
0	109
0	173
0	190
0	182
0	179
1	175
1	106
1	149
1	166
1	174
1	125
1	159
1	196
1	158
1	113
1	115
1	131
1	100
1	102
1	179
1	148
1	193
2	134
2	192
2	130
2	176
2	145
2	117
2	103
2	111
2	175
2	122
2	191
2	119
2	141
2	129
2	133
2	190
2	183
3	198
3	162
3	169
3	182
4	179
4	180
4	113
4	193
4	162
4	152
4	168
4	102
4	192
4	167
4	155
5	126
5	197
5	169
5	157
5	145
5	108
5	188
5	109
5	172
5	174
5	116
5	147
5	122
5	139
5	185
5	160
7	164
7	194
7	172
7	195
7	139
7	177
7	148
7	117
7	122
7	170
7	199
7	118
7	126
7	129
7	151
7	160
7	159
7	176
8	191
8	115
8	137
8	154
8	138
8	126
8	173
8	101
8	171
8	114
9	131
9	183
9	155
9	143
9	182
9	128
9	115
9	193
9	177
9	149
9	166
9	138
9	173
9	170
9	195
9	190
9	169
9	181
9	148
9	188
10	146
10	171
10	192
10	106
10	162
10	156
10	154
10	132
10	111
10	126
10	182
10	187
10	119
10	191
10	139
10	183
10	134
10	141
10	112
10	170
10	104
11	121
11	185
11	122
11	174
11	183
11	133
11	108
11	109
11	180
11	125
11	168
11	156
12	101
12	126
12	102
12	164
12	183
12	128
12	144
12	139
12	175
12	153
12	138
12	110
12	177
12	136
12	147
12	109
13	147
13	193
13	148
13	110
13	137
13	103
13	161
13	133
13	155
13	177
13	108
13	115
13	173
13	170
13	141
13	104
13	152
13	158
14	140
14	111
14	170
16	108
16	137
16	155
16	130
16	121
16	180
17	116
17	142
17	161
17	196
17	113
17	124
17	185
17	183
17	159
17	137
17	128
17	160
17	148
17	120
18	178
18	180
18	123
18	145
18	171
18	187
18	186
19	158
19	180
19	170
19	127
19	117
19	188
19	184
19	142
19	191
19	146
19	111
21	108
21	187
21	101
21	199
21	161
21	142
21	111
22	163
22	143
22	103
22	170
23	101
23	174
24	158
24	138
24	129
24	173
24	136
24	143
24	194
24	159
24	126
24	144
24	105
24	183
24	164
24	181
24	140
25	135
25	111
25	172
25	177
25	166
25	122
25	161
25	123
25	199
28	191
28	170
28	126
28	113
28	157
28	108
28	115
28	133
28	164
28	134
28	110
28	165
28	144
28	122
29	119
29	151
29	137
29	195
29	185
29	136
29	179
29	156
29	132
29	126
29	152
29	192
29	116
29	148
29	176
29	175
29	100
29	167
29	114
29	150
29	103
29	153
29	198
30	116
30	112
30	146
30	123
30	185
30	199
30	145
30	160
30	128
30	166
31	111
31	169
31	137
32	175
32	123
32	192
32	158
32	102
32	140
32	156
32	150
32	103
32	122
32	163
34	105
34	170
34	196
35	128
37	188
37	176
37	126
37	128
37	112
37	177
38	144
38	191
38	155
38	196
38	165
38	110
38	140
38	172
38	187
38	136
38	145
39	167
39	175
39	154
39	103
39	143
39	166
39	186
39	163
39	121
39	164
39	183
39	113
40	182
40	185
40	137
40	115
40	119
40	180
40	191
40	199
40	188
41	127
41	177
41	173
41	157
41	189
41	153
41	159
41	196
41	138
41	199
41	146
41	165
43	178
43	179
44	113
44	162
44	134
44	158
44	148
44	133
44	163
44	160
44	161
44	168
44	115
44	189
44	159
44	182
44	107
44	121
44	177
44	122
44	187
46	145
46	129
46	135
46	176
46	137
46	147
46	106
46	131
46	154
46	140
47	107
47	120
47	169
47	104
47	193
47	195
47	117
47	165
47	132
47	102
47	134
47	199
47	186
47	115
47	161
47	198
47	148
47	128
47	122
47	168
47	114
47	116
47	164
47	180
49	191
49	142
49	129
49	116
49	120
49	110
49	130
49	196
49	152
49	106
49	181
49	176
49	138
51	182
51	179
51	173
51	132
51	127
51	194
51	154
51	102
51	129
52	166
52	156
52	161
52	187
52	153
52	155
52	158
52	159
52	157
53	109
53	168
54	167
54	118
55	184
55	115
55	164
55	122
55	104
55	153
55	156
55	103
56	157
56	166
56	139
56	143
56	152
56	187
56	128
56	114
56	199
56	126
56	175
56	177
56	190
56	155
56	183
56	124
56	116
56	188
56	142
56	111
56	105
56	101
56	165
56	135
57	196
57	156
57	176
57	182
57	113
57	180
57	183
57	173
58	140
58	157
58	176
60	115
60	132
60	130
60	149
60	124
60	153
60	117
60	195
60	177
60	189
60	148
60	101
60	161
