100
1	52
1	20
1	35
1	6
1	42
1	39
1	54
1	93
3	46
3	52
3	28
3	93
3	11
3	60
3	21
3	41
3	31
3	39
3	8
3	57
3	54
3	58
3	65
3	76
3	26
3	23
5	93
5	13
5	22
5	52
5	75
5	49
5	9
5	51
5	95
5	97
5	92
5	48
5	39
5	66
5	34
6	14
6	99
6	71
6	16
6	84
6	63
6	73
6	98
6	97
6	50
6	11
6	80
6	21
6	76
6	43
6	90
6	36
6	10
6	96
6	59
6	32
6	37
6	39
7	41
7	98
7	17
7	61
7	77
7	18
8	69
8	48
8	57
9	67
9	75
10	62
10	91
10	97
10	39
10	80
10	57
10	45
11	35
11	60
11	33
11	51
12	40
12	77
12	16
12	29
12	18
14	44
14	59
14	77
14	73
15	89
15	75
15	63
15	37
15	19
15	67
15	78
15	35
15	43
15	93
15	44
15	60
15	20
16	25
16	37
16	50
16	34
16	85
16	79
16	44
16	22
16	83
16	99
17	99
17	69
17	92
17	46
17	81
17	54
17	84
17	94
17	91
17	98
17	73
17	19
17	77
17	20
17	90
17	42
17	33
17	88
17	67
18	42
18	31
18	56
18	28
18	75
18	89
18	81
18	73
18	74
19	83
19	66
19	90
19	42
19	87
19	76
20	44
20	61
20	98
20	22
20	58
20	47
20	70
20	31
20	40
20	36
20	92
20	83
20	39
20	21
20	60
20	27
20	91
20	49
21	52
21	57
21	82
21	41
21	88
21	89
21	86
21	26
21	44
21	42
22	71
22	88
22	92
22	38
22	23
22	57
22	82
22	40
22	72
22	61
22	87
22	54
22	96
22	84
23	54
23	29
23	47
23	93
23	33
23	60
24	70
24	52
24	43
25	36
25	51
25	87
25	69
25	32
25	43
28	96
28	48
28	59
28	73
28	39
28	54
28	75
28	44
28	43
28	40
28	34
28	80
28	78
29	44
29	30
29	45
30	60
30	73
30	69
30	75
30	37
30	52
30	89
32	65
32	39
32	95
32	96
32	34
32	35
32	64
32	87
32	57
32	72
32	67
32	55
32	33
32	56
33	60
33	83
33	84
33	34
33	69
33	42
33	59
33	47
33	76
33	53
33	48
33	70
33	88
33	68
33	46
33	64
33	71
33	43
33	66
33	80
33	81
33	40
33	87
34	45
34	38
34	72
34	99
34	66
34	47
34	67
34	75
34	93
34	73
34	49
34	65
34	96
34	88
34	52
34	89
34	78
34	63
34	60
34	62
34	83
36	64
36	44
36	78
36	84
36	45
36	76
36	62
36	72
36	85
36	41
36	98
36	60
36	77
36	94
36	48
36	53
36	40
36	54
36	96
36	59
37	44
37	54
37	88
37	97
37	74
37	50
39	55
39	90
39	56
39	72
40	82
40	66
40	61
40	96
40	84
40	46
40	55
40	68
40	47
40	95
40	48
40	83
40	76
40	94
40	49
40	75
40	65
40	69
40	45
41	52
46	78
46	63
46	48
46	47
46	53
46	54
46	70
46	96
46	80
46	65
46	95
46	64
47	96
47	72
47	78
47	48
47	66
47	76
47	93
47	85
47	58
47	87
47	64
48	68
48	60
48	84
48	70
48	53
48	91
49	60
49	89
49	76
49	52
50	60
50	77
50	70
50	54
51	96
51	79
51	80
51	60
51	78
51	75
51	73
51	53
52	77
52	60
52	75
52	81
53	54
53	80
53	90
53	92
53	77
53	69
53	99
53	62
53	78
53	64
53	56
53	72
53	94
53	68
53	70
53	76
53	57
53	63
53	93
53	81
53	55
53	89
53	87
53	65
54	60
54	75
55	80
55	89
55	65
55	57
55	63
55	59
55	79
55	64
58	59
58	63
58	80
58	79
58	60
58	78
58	93
58	65
58	67
59	76
59	74
59	86
59	93
59	91
59	99
59	64
59	84
59	60
59	71
59	65
59	80
59	98
60	71
60	99
60	62
60	79
60	91
60	66
60	89
60	67
60	70
60	77
60	96
60	69
60	78
60	97
60	72
61	73
61	64
61	63
61	78
61	79
61	76
61	69
61	80
62	89
62	80
62	78
62	95
62	77
62	79
62	64
63	96
63	68
63	76
63	92
63	89
63	98
63	97
63	72
64	94
64	83
64	79
64	68
64	93
64	70
64	77
64	87
64	84
64	88
64	69
64	81
65	69
65	85
65	88
65	99
65	97
65	67
65	94
65	79
65	74
65	68
65	73
65	84
65	80
65	78
66	89
66	93
66	79
66	69
66	96
66	73
67	78
67	98
67	93
67	73
67	71
67	70
68	95
68	78
68	80
68	75
68	70
68	79
68	77
69	97
69	92
69	74
69	73
69	91
69	70
69	87
69	84
69	89
70	71
70	98
70	82
70	81
70	94
70	95
70	77
70	73
70	86
70	84
70	99
70	93
70	79
70	76
70	78
70	88
70	75
70	72
70	74
70	87
70	85
71	78
72	78
73	78
73	89
73	83
73	75
73	81
73	80
73	84
73	74
73	92
73	79
73	99
73	82
73	96
73	87
73	93
73	98
73	77
73	88
73	91
73	76
73	90
73	86
73	97
73	94
76	95
76	77
76	80
76	98
76	94
76	78
77	79
77	94
77	81
77	78
77	96
78	81
78	98
78	88
78	87
78	95
78	89
78	84
78	90
78	92
78	91
81	96
81	93
81	89
81	95
82	95
82	96
82	93
82	89
83	89
83	95
83	96
83	93
84	95
84	93
84	89
84	96
85	93
85	95
85	96
85	89
86	93
86	89
86	96
86	95
88	96
88	95
88	89
88	93
89	96
89	95
89	99
89	97
89	91
89	94
89	92
89	93
89	98
89	90
90	93
90	96
90	95
91	96
91	93
91	95
93	94
93	96
94	96
94	95
95	96
95	97
95	99
95	98
96	98
96	99
96	97
